0.098,0.2392,0.1411,0.1015,0.2091,0.1076,0.0817,0.1202,0.0385,0.1127,0.4283,0.3156,0.1043,0.4639,0.3596,0.0911,0.1839,0.0928,0.1016,0.1791,0.0776,0.0819,0.1204,0.0385,0.1176,0.1241,0.0064,0.0816
0.0966,0.304,0.2073,0.0918,0.1842,0.0925,0.0868,0.1696,0.0828,0.1016,0.3885,0.287,0.1017,0.374,0.2723,0.1066,0.2042,0.0977,0.0968,0.1744,0.0776,0.1017,0.3098,0.208,0.0995,0.1687,0.0692,0.0917
0.1013,0.3291,0.2278,0.1113,0.1887,0.0774,0.0919,0.2299,0.138,0.0961,0.3145,0.2184,0.1056,0.3436,0.238,0.1008,0.1887,0.0878,0.1016,0.1795,0.0779,0.1017,0.1402,0.0384,0.1123,0.1289,0.0166,0.0866
0.0917,0.339,0.2473,0.1016,0.1993,0.0976,0.0867,0.1745,0.0878,0.0967,0.3737,0.277,0.0917,0.3302,0.2384,0.0955,0.2041,0.1086,0.0907,0.1792,0.0884,0.0861,0.0996,0.0135,0.1418,0.1438,0.0019,0.1068
0.0961,0.5131,0.417,0.0964,0.1592,0.0627,0.0917,0.1448,0.0532,0.1262,0.3444,0.2182,0.1108,0.3391,0.2283,0.1107,0.2236,0.1129,0.1014,0.1791,0.0777,0.0967,0.1553,0.0586,0.1323,0.1497,0.0173,0.1059
0.0967,0.3638,0.2672,0.1083,0.2198,0.1115,0.0868,0.2136,0.1269,0.1167,0.3839,0.2672,0.0966,0.3993,0.3027,0.0878,0.1944,0.1066,0.1062,0.184,0.0777,0.1164,0.1901,0.0737,0.1173,0.1587,0.0414,0.0866
0.1011,0.4579,0.3568,0.1068,0.1843,0.0775,0.0868,0.1646,0.0778,0.1116,0.2998,0.1882,0.0875,0.3335,0.2459,0.0864,0.2241,0.1378,0.0967,0.1849,0.0882,0.096,0.1544,0.0584,0.1224,0.1689,0.0465,0.0816
0.0809,0.2783,0.1974,0.1016,0.1842,0.0826,0.0769,0.1505,0.0736,0.1109,0.3882,0.2773,0.0965,0.3584,0.2619,0.0819,0.1846,0.1027,0.0918,0.1893,0.0975,0.0819,0.1303,0.0485,0.1166,0.1539,0.0373,0.0716
0.0966,0.3589,0.2623,0.0916,0.1844,0.0928,0.0767,0.1593,0.0827,0.1067,0.3539,0.2472,0.0986,0.3092,0.2106,0.0965,0.1991,0.1026,0.0967,0.1857,0.089,0.0907,0.139,0.0483,0.1026,0.1338,0.0313,0.0967
0.0883,0.2839,0.1957,0.0917,0.1802,0.0885,0.0809,0.1837,0.1028,0.0917,0.4292,0.3375,0.0877,0.3482,0.2605,0.052,0.1596,0.1075,0.0968,0.1943,0.0976,0.0867,0.1309,0.0442,0.123,0.1338,0.0108,0.0961
0.1015,0.334,0.2325,0.0865,0.195,0.1085,0.0811,0.1795,0.0984,0.1059,0.3678,0.2619,0.0868,0.3193,0.2325,0.0931,0.1942,0.1011,0.1017,0.1793,0.0776,0.0868,0.1454,0.0585,0.0923,0.1339,0.0416,0.0817
0.0961,0.2387,0.1426,0.1083,0.1842,0.0759,0.0919,0.1551,0.0632,0.1213,0.3891,0.2679,0.1109,0.3879,0.277,0.0867,0.1995,0.1128,0.1082,0.1793,0.0711,0.1018,0.1601,0.0583,0.0997,0.139,0.0394,0.1082
0.097,0.2096,0.1127,0.0965,0.1941,0.0976,0.0983,0.1496,0.0512,0.1116,0.284,0.1724,0.0968,0.389,0.2921,0.1015,0.1991,0.0976,0.0968,0.1509,0.0541,0.0955,0.1389,0.0434,0.1269,0.1191,-0.0077,0.0915
0.0859,0.2485,0.1625,0.0915,0.1844,0.0929,0.0866,0.1602,0.0736,0.1133,0.3283,0.215,0.1066,0.3788,0.2722,0.0915,0.2043,0.1127,0.1066,0.1948,0.0882,0.0861,0.1445,0.0585,0.1277,0.1439,0.0163,0.1082
0.1015,0.3786,0.2771,0.1502,0.2193,0.0691,0.1018,0.1795,0.0777,0.1016,0.2793,0.1777,0.0964,0.299,0.2026,0.0964,0.2041,0.1076,0.1016,0.1945,0.0929,0.0916,0.1501,0.0584,0.1296,0.1318,0.0021,0.09
0.1014,0.284,0.1826,0.1067,0.2141,0.1074,0.087,0.1595,0.0726,0.1268,0.3789,0.2522,0.0916,0.3885,0.2969,0.0819,0.1994,0.1175,0.1066,0.1943,0.0876,0.0969,0.1604,0.0635,0.0927,0.1586,0.0659,0.1133
0.0926,0.2983,0.2057,0.0871,0.2249,0.1378,0.1258,0.2635,0.1376,0.1067,0.3339,0.2272,0.0867,0.3145,0.2277,0.0863,0.2843,0.1979,0.0912,0.1788,0.0876,0.0917,0.1802,0.0884,0.0818,0.2087,0.1269,0.0782
0.0915,0.3842,0.2927,0.1013,0.1694,0.0682,0.0761,0.1442,0.0681,0.1113,0.4635,0.3522,0.0865,0.3446,0.2581,0.0908,0.219,0.1282,0.0962,0.1739,0.0778,0.0783,0.17,0.0917,0.0869,0.1989,0.112,0.0965
0.0917,0.2799,0.1882,0.1011,0.2104,0.1093,0.0848,0.1525,0.0678,0.1117,0.3895,0.2778,0.0761,0.3333,0.2572,0.0917,0.1943,0.1026,0.0984,0.1944,0.0961,0.0868,0.1452,0.0584,0.0985,0.144,0.0455,0.1066
0.0962,0.2786,0.1825,0.0918,0.2044,0.1126,0.0865,0.1642,0.0777,0.1017,0.354,0.2523,0.0918,0.2994,0.2077,0.0914,0.2195,0.1281,0.1011,0.1789,0.0778,0.0718,0.1705,0.0987,0.0823,0.2132,0.1309,0.0867
0.0917,0.3046,0.2129,0.0812,0.1988,0.1176,0.0918,0.1894,0.0976,0.1316,0.3688,0.2372,0.1066,0.3389,0.2323,0.0818,0.1961,0.1143,0.0999,0.1927,0.0928,0.0968,0.1556,0.0588,0.107,0.1833,0.0763,0.0968
0.0982,0.2392,0.141,0.0818,0.1795,0.0976,0.0917,0.19,0.0983,0.1112,0.3734,0.2622,0.1018,0.3139,0.2121,0.0866,0.2094,0.1227,0.1017,0.1943,0.0926,0.0919,0.17,0.0782,0.0828,0.2238,0.141,0.1017
0.1068,0.1995,0.0927,0.0917,0.2193,0.1275,0.0916,0.1909,0.0993,0.1001,0.403,0.3029,0.1057,0.3229,0.2173,0.0919,0.1949,0.103,0.0978,0.2038,0.106,0.0968,0.1852,0.0884,0.0868,0.2036,0.1168,0.0968
0.1017,0.369,0.2673,0.0865,0.1744,0.0879,0.0916,0.205,0.1134,0.1008,0.4827,0.3818,0.1018,0.4397,0.338,0.0656,0.1783,0.1127,0.1018,0.1795,0.0777,0.1116,0.1749,0.0633,0.0977,0.2037,0.106,0.1019
0.0957,0.4673,0.3717,0.0972,0.2155,0.1183,0.0907,0.1884,0.0977,0.1132,0.3046,0.1914,0.106,0.3241,0.2182,0.0874,0.1885,0.1011,0.0918,0.1802,0.0884,0.0911,0.1695,0.0784,0.0917,0.1939,0.1022,0.0916
0.0861,0.2385,0.1524,0.0919,0.1994,0.1075,0.0868,0.1951,0.1084,0.101,0.4229,0.3219,0.0869,0.2892,0.2023,0.0868,0.191,0.1042,0.1,0.1986,0.0985,0.096,0.1794,0.0834,0.1075,0.1786,0.071,0.0868
0.0914,0.3244,0.233,0.0958,0.2186,0.1228,0.0916,0.2289,0.1373,0.1118,0.3987,0.2869,0.1168,0.4099,0.2931,0.0805,0.218,0.1375,0.1017,0.2296,0.1279,0.0866,0.1748,0.0882,0.0826,0.1789,0.0962,0.1017
0.0974,0.3407,0.2433,0.08,0.1926,0.1126,0.0818,0.1994,0.1176,0.0917,0.4586,0.3669,0.1016,0.399,0.2974,0.0815,0.214,0.1325,0.1067,0.2442,0.1376,0.1018,0.2405,0.1387,0.1012,0.1784,0.0772,0.1063
0.0964,0.3437,0.2473,0.1016,0.2392,0.1375,0.0766,0.254,0.1774,0.0968,0.5236,0.4267,0.0865,0.3137,0.2272,0.0933,0.2293,0.136,0.0869,0.2343,0.1474,0.0568,0.1602,0.1035,0.1017,0.1789,0.0771,0.0965
0.0866,0.3089,0.2223,0.092,0.2011,0.109,0.0801,0.1831,0.103,0.0913,0.4933,0.402,0.1064,0.4185,0.3121,0.0767,0.2054,0.1288,0.1221,0.2796,0.1574,0.0702,0.1587,0.0885,0.0925,0.134,0.0415,0.0965
0.1082,0.2855,0.1773,0.0917,0.1644,0.0727,0.0883,0.1997,0.1114,0.1064,0.4386,0.3322,0.0816,0.3288,0.2472,0.0816,0.1992,0.1176,0.0917,0.2243,0.1325,0.0869,0.1605,0.0736,0.0923,0.1535,0.0613,0.1017
0.0869,0.3099,0.223,0.0908,0.1984,0.1076,0.0772,0.1698,0.0926,0.1314,0.3836,0.2522,0.1168,0.374,0.2572,0.1015,0.2139,0.1124,0.1017,0.1945,0.0929,0.0966,0.1599,0.0634,0.1046,0.1441,0.0395,0.0864
